ProductID,ProductName,Category,Price,Rating,Availability,ReleaseYear
1742,Product 310,Fashion,398.28,3.8,In Stock,2019
1743,Product 199,Beauty & Personal Care,110.12,1.0,In Stock,2021
1744,Product 138,Fashion,123.07,2.0,Backorder,2017
1745,Product 16,Electronics,276.08,3.8,In Stock,2021
1746,Product 275,Fashion,150.95,3.6,Backorder,2017
1747,Product 158,Toys & Games,419.82,3.0,Backorder,2015
1748,Product 182,Beauty & Personal Care,76.82,4.7,Backorder,2020
1749,Product 445,Home & Kitchen,183.58,4.1,Out of Stock,2015
1750,Product 43,Fashion,494.75,3.1,Out of Stock,2020
1751,Product 467,Beauty & Personal Care,62.48,1.8,Backorder,2019
1752,Product 131,Home & Kitchen,201.8,2.1,Out of Stock,2016
1753,Product 286,Electronics,141.54,1.4,Out of Stock,2016
1754,Product 402,Electronics,22.22,3.5,Out of Stock,2016
1755,Product 36,Beauty & Personal Care,69.46,3.9,In Stock,2015
1756,Product 377,Home & Kitchen,447.25,1.3,In Stock,2016
1757,Product 276,Beauty & Personal Care,275.62,2.1,Out of Stock,2015
1758,Product 401,Beauty & Personal Care,484.15,3.9,Backorder,2022
1759,Product 24,Home & Kitchen,431.71,3.0,Backorder,2018
1760,Product 141,Toys & Games,433.9,1.1,Backorder,2016
1761,Product 356,Fashion,486.02,4.6,Out of Stock,2022
1762,Product 366,Fashion,21.43,4.7,Backorder,2016
1763,Product 185,Fashion,494.78,1.6,In Stock,2022
1764,Product 195,Beauty & Personal Care,397.18,3.8,In Stock,2020
1765,Product 277,Fashion,16.6,3.9,Backorder,2017
1766,Product 132,Beauty & Personal Care,469.53,1.4,Backorder,2022
1767,Product 82,Beauty & Personal Care,434.73,3.3,Out of Stock,2015
1768,Product 429,Home & Kitchen,203.5,2.9,Backorder,2018
1769,Product 39,Electronics,285.7,1.2,Out of Stock,2021
1770,Product 43,Home & Kitchen,144.55,3.0,Backorder,2022
1771,Product 459,Toys & Games,369.71,1.9,Out of Stock,2015
1772,Product 38,Fashion,317.59,1.1,In Stock,2020
1773,Product 363,Home & Kitchen,38.54,1.9,Backorder,2018
1774,Product 41,Home & Kitchen,205.1,1.1,Backorder,2018
1775,Product 368,Home & Kitchen,351.86,5.0,In Stock,2019
1776,Product 284,Toys & Games,319.93,3.6,Out of Stock,2022
1777,Product 133,Toys & Games,64.37,3.3,Backorder,2017
1778,Product 436,Fashion,71.66,4.0,Backorder,2019
1779,Product 407,Electronics,44.85,2.8,In Stock,2018
1780,Product 166,Fashion,443.88,3.2,In Stock,2018
1781,Product 292,Electronics,267.05,2.2,Out of Stock,2017
1782,Product 31,Electronics,413.84,4.0,In Stock,2022
1783,Product 264,Toys & Games,440.26,2.7,Out of Stock,2021
1784,Product 473,Toys & Games,128.2,4.4,Out of Stock,2016
1785,Product 89,Home & Kitchen,445.18,4.9,Out of Stock,2022
1786,Product 240,Fashion,110.48,1.5,Backorder,2018
1787,Product 400,Electronics,436.0,1.3,Out of Stock,2021
1788,Product 395,Electronics,240.72,4.7,Backorder,2021
1789,Product 148,Electronics,289.37,1.2,Backorder,2018
1790,Product 334,Home & Kitchen,266.58,5.0,In Stock,2015
1791,Product 488,Toys & Games,145.35,2.0,Backorder,2017
1792,Product 313,Toys & Games,69.01,4.6,Out of Stock,2015
1793,Product 486,Home & Kitchen,221.51,4.3,In Stock,2017
1794,Product 488,Fashion,264.13,1.1,Out of Stock,2021
1795,Product 403,Fashion,462.67,3.6,Out of Stock,2016
1796,Product 456,Home & Kitchen,296.54,2.3,Backorder,2017
1797,Product 61,Toys & Games,304.02,3.6,In Stock,2021
1798,Product 25,Fashion,141.53,2.7,Out of Stock,2022
1799,Product 161,Electronics,23.8,2.8,Out of Stock,2015
1800,Product 365,Electronics,200.41,3.7,In Stock,2017
1801,Product 296,Toys & Games,165.82,3.5,Out of Stock,2016
1802,Product 373,Home & Kitchen,96.29,3.9,In Stock,2019
1803,Product 105,Home & Kitchen,92.47,4.6,In Stock,2019
1804,Product 383,Fashion,450.11,3.7,In Stock,2018
1805,Product 368,Toys & Games,29.49,3.0,Backorder,2019
1806,Product 117,Toys & Games,403.18,2.4,In Stock,2018
1807,Product 485,Fashion,96.46,4.1,In Stock,2019
1808,Product 491,Toys & Games,85.0,1.5,In Stock,2018
1809,Product 17,Toys & Games,389.57,4.3,Out of Stock,2019
1810,Product 437,Fashion,326.74,3.3,In Stock,2020
1811,Product 219,Toys & Games,405.92,4.6,Backorder,2017
1812,Product 489,Fashion,112.89,3.7,Backorder,2015
1813,Product 209,Beauty & Personal Care,69.95,4.4,Out of Stock,2018
1814,Product 303,Home & Kitchen,458.52,4.2,In Stock,2020
1815,Product 225,Home & Kitchen,227.0,1.8,In Stock,2020
1816,Product 95,Toys & Games,496.0,3.0,Out of Stock,2020
1817,Product 341,Electronics,296.69,4.5,Backorder,2021
1818,Product 280,Electronics,12.83,1.2,Out of Stock,2021
1819,Product 144,Home & Kitchen,463.58,4.0,Out of Stock,2021
1820,Product 173,Electronics,364.69,2.5,Backorder,2021
1821,Product 84,Fashion,476.88,4.9,Out of Stock,2018
1822,Product 120,Fashion,232.11,4.7,Backorder,2017
1823,Product 56,Beauty & Personal Care,490.21,3.4,In Stock,2019
1824,Product 355,Electronics,480.15,3.2,Backorder,2015
1825,Product 412,Home & Kitchen,485.88,1.2,Backorder,2020
1826,Product 302,Beauty & Personal Care,310.38,1.3,In Stock,2017
1827,Product 483,Toys & Games,346.48,4.3,In Stock,2016
1828,Product 338,Fashion,316.59,3.6,Backorder,2018
1829,Product 216,Home & Kitchen,207.4,3.1,Backorder,2015
1830,Product 412,Home & Kitchen,108.35,1.7,In Stock,2018
1831,Product 78,Electronics,113.91,4.2,Out of Stock,2015
1832,Product 433,Home & Kitchen,279.47,1.8,Out of Stock,2017
1833,Product 472,Toys & Games,132.19,4.1,Out of Stock,2018
1834,Product 351,Electronics,130.3,3.3,Out of Stock,2018
1835,Product 390,Electronics,467.34,1.3,Out of Stock,2019
1836,Product 378,Beauty & Personal Care,452.56,3.1,Out of Stock,2015
1837,Product 232,Electronics,238.03,4.7,In Stock,2017
1838,Product 226,Beauty & Personal Care,97.32,3.3,Out of Stock,2016
1839,Product 370,Toys & Games,206.81,4.0,Backorder,2022
1840,Product 483,Home & Kitchen,197.28,4.2,Out of Stock,2015
1841,Product 285,Toys & Games,315.9,1.2,In Stock,2018
1842,Product 245,Electronics,471.11,4.2,Out of Stock,2018
1843,Product 66,Home & Kitchen,316.47,4.8,Out of Stock,2020
1844,Product 69,Home & Kitchen,172.07,2.2,In Stock,2015
1845,Product 214,Fashion,433.89,4.0,Backorder,2019
1846,Product 457,Toys & Games,457.2,1.9,Backorder,2021
1847,Product 253,Beauty & Personal Care,405.88,4.8,Backorder,2022
1848,Product 371,Toys & Games,10.2,2.0,Out of Stock,2022
1849,Product 418,Toys & Games,265.58,4.8,Out of Stock,2017
1850,Product 375,Home & Kitchen,402.77,2.7,Backorder,2015
1851,Product 484,Toys & Games,193.47,1.5,Backorder,2019
1852,Product 49,Toys & Games,186.0,4.0,Out of Stock,2017
1853,Product 100,Toys & Games,36.38,4.9,In Stock,2022
1854,Product 474,Fashion,215.53,1.8,Backorder,2015
1855,Product 70,Home & Kitchen,395.36,4.4,In Stock,2018
1856,Product 450,Beauty & Personal Care,244.33,2.6,Out of Stock,2020
1857,Product 100,Electronics,259.8,3.3,Out of Stock,2022
1858,Product 72,Home & Kitchen,144.04,3.3,Backorder,2018
1859,Product 2,Fashion,82.24,4.7,In Stock,2021
1860,Product 130,Beauty & Personal Care,216.27,2.4,Backorder,2016
1861,Product 200,Electronics,130.89,2.8,In Stock,2020
1862,Product 154,Home & Kitchen,223.39,4.7,Out of Stock,2019
1863,Product 101,Electronics,364.97,1.7,In Stock,2022
1864,Product 78,Fashion,25.45,1.8,In Stock,2018
1865,Product 109,Toys & Games,56.79,2.9,Backorder,2021
1866,Product 179,Electronics,240.06,4.4,Backorder,2017
1867,Product 412,Home & Kitchen,180.19,1.2,Backorder,2015
1868,Product 97,Fashion,93.36,1.8,Backorder,2017
1869,Product 44,Fashion,381.92,1.5,Backorder,2017
1870,Product 276,Fashion,376.19,4.7,Out of Stock,2020
1871,Product 355,Toys & Games,486.48,2.9,Backorder,2022
1872,Product 302,Toys & Games,345.53,3.3,Backorder,2016
1873,Product 101,Home & Kitchen,477.24,4.8,Backorder,2017
1874,Product 337,Fashion,489.22,4.2,Backorder,2020
1875,Product 113,Beauty & Personal Care,82.48,1.4,In Stock,2021
1876,Product 235,Fashion,96.98,2.4,Backorder,2018
1877,Product 378,Home & Kitchen,34.01,1.8,In Stock,2021
1878,Product 428,Fashion,140.16,1.1,In Stock,2022
1879,Product 452,Fashion,328.46,2.8,Backorder,2018
1880,Product 9,Beauty & Personal Care,119.58,4.7,Out of Stock,2020
1881,Product 212,Home & Kitchen,379.81,2.7,In Stock,2019
1882,Product 431,Fashion,232.54,3.6,In Stock,2016
1883,Product 65,Toys & Games,204.43,1.9,Out of Stock,2022
1884,Product 373,Electronics,88.59,2.3,Backorder,2016
1885,Product 405,Beauty & Personal Care,411.19,2.4,In Stock,2021
1886,Product 97,Beauty & Personal Care,445.72,3.0,In Stock,2022
1887,Product 483,Home & Kitchen,163.92,4.5,Backorder,2019
1888,Product 364,Toys & Games,323.22,1.1,Out of Stock,2019
1889,Product 390,Toys & Games,25.47,3.6,In Stock,2017
1890,Product 342,Toys & Games,225.72,2.7,In Stock,2021
1891,Product 281,Home & Kitchen,270.17,1.0,Out of Stock,2021
1892,Product 3,Home & Kitchen,246.11,1.3,Out of Stock,2016
1893,Product 456,Home & Kitchen,153.6,2.6,Out of Stock,2020
1894,Product 109,Fashion,286.66,1.6,Backorder,2022
1895,Product 204,Fashion,399.83,2.1,In Stock,2019
1896,Product 244,Beauty & Personal Care,423.55,2.6,Out of Stock,2022
1897,Product 285,Beauty & Personal Care,453.31,5.0,In Stock,2018
1898,Product 375,Electronics,67.55,3.4,Out of Stock,2016
1899,Product 352,Electronics,481.16,1.1,Backorder,2016
1900,Product 66,Beauty & Personal Care,360.81,4.7,Out of Stock,2018
1901,Product 465,Electronics,180.88,4.0,In Stock,2015
1902,Product 371,Fashion,64.35,3.0,In Stock,2018
1903,Product 211,Beauty & Personal Care,494.54,3.5,In Stock,2017
1904,Product 399,Home & Kitchen,202.79,3.6,Out of Stock,2021
1905,Product 22,Toys & Games,425.45,1.9,Backorder,2020
1906,Product 112,Home & Kitchen,449.82,2.3,Out of Stock,2016
1907,Product 368,Electronics,191.27,3.6,In Stock,2015
1908,Product 198,Home & Kitchen,240.91,3.1,In Stock,2017
1909,Product 290,Beauty & Personal Care,107.34,3.4,Backorder,2021
1910,Product 107,Beauty & Personal Care,146.67,4.9,Out of Stock,2020
1911,Product 131,Electronics,295.72,3.0,Out of Stock,2016
1912,Product 28,Beauty & Personal Care,338.94,1.7,Out of Stock,2016
1913,Product 233,Home & Kitchen,123.87,1.6,In Stock,2017
1914,Product 376,Toys & Games,310.59,1.1,In Stock,2019
1915,Product 148,Electronics,219.02,1.5,Out of Stock,2021
1916,Product 400,Toys & Games,178.6,4.1,Backorder,2016
1917,Product 328,Fashion,171.59,1.6,In Stock,2020
1918,Product 493,Toys & Games,119.94,1.9,Backorder,2021
1919,Product 286,Beauty & Personal Care,415.37,2.8,Backorder,2017
1920,Product 420,Home & Kitchen,217.78,3.4,In Stock,2019
1921,Product 226,Toys & Games,149.07,2.4,In Stock,2022
1922,Product 305,Toys & Games,113.1,1.7,Backorder,2018
1923,Product 434,Home & Kitchen,250.38,4.4,Backorder,2015
1924,Product 337,Electronics,159.1,3.4,Backorder,2019
1925,Product 185,Home & Kitchen,57.32,1.4,Out of Stock,2015
1926,Product 320,Fashion,495.27,2.3,In Stock,2018
1927,Product 473,Toys & Games,392.27,1.6,Backorder,2016
1928,Product 443,Home & Kitchen,381.96,4.7,Backorder,2019
1929,Product 390,Toys & Games,271.44,1.2,Out of Stock,2018
1930,Product 308,Electronics,174.1,4.4,Out of Stock,2022
1931,Product 251,Toys & Games,129.94,4.6,In Stock,2020
1932,Product 62,Toys & Games,272.57,3.9,Out of Stock,2018
1933,Product 107,Home & Kitchen,79.86,2.5,In Stock,2015
1934,Product 468,Electronics,47.21,1.1,Backorder,2018
1935,Product 274,Fashion,285.09,4.5,In Stock,2016
1936,Product 46,Home & Kitchen,112.75,4.8,Backorder,2017
1937,Product 481,Home & Kitchen,496.46,3.2,In Stock,2019
1938,Product 63,Electronics,403.22,1.2,Backorder,2016
1939,Product 23,Beauty & Personal Care,27.44,1.2,In Stock,2021
1940,Product 226,Toys & Games,358.94,2.2,Backorder,2017
1941,Product 103,Home & Kitchen,283.84,4.7,In Stock,2022
1942,Product 138,Electronics,202.09,2.2,Out of Stock,2021
1943,Product 262,Home & Kitchen,32.47,3.0,Out of Stock,2020
1944,Product 333,Electronics,393.32,4.6,Out of Stock,2015
1945,Product 62,Electronics,142.57,2.8,In Stock,2019
1946,Product 171,Fashion,186.76,2.7,Out of Stock,2019
1947,Product 248,Electronics,444.22,2.6,Out of Stock,2016
1948,Product 401,Electronics,103.43,3.8,Backorder,2022
1949,Product 316,Beauty & Personal Care,109.47,4.0,In Stock,2022
1950,Product 274,Toys & Games,394.64,3.1,Out of Stock,2022
1951,Product 197,Fashion,329.26,3.7,Out of Stock,2015
1952,Product 317,Toys & Games,107.18,2.9,In Stock,2015
1953,Product 154,Home & Kitchen,227.82,1.8,In Stock,2019
1954,Product 143,Fashion,361.2,1.8,In Stock,2021
1955,Product 366,Fashion,177.73,2.6,Out of Stock,2018
1956,Product 318,Electronics,106.68,2.2,Out of Stock,2020
1957,Product 182,Beauty & Personal Care,200.32,2.3,In Stock,2019
1958,Product 82,Electronics,269.81,3.6,Out of Stock,2022
1959,Product 30,Beauty & Personal Care,420.16,2.4,Backorder,2019
1960,Product 199,Fashion,232.21,3.3,Backorder,2021
1961,Product 29,Fashion,152.31,2.6,Backorder,2022
1962,Product 203,Beauty & Personal Care,172.27,2.5,In Stock,2017
1963,Product 134,Electronics,397.42,2.3,In Stock,2022
1964,Product 485,Electronics,90.28,2.8,Out of Stock,2020
1965,Product 485,Fashion,429.38,3.3,In Stock,2018
1966,Product 341,Electronics,455.56,1.5,In Stock,2021
1967,Product 440,Fashion,95.96,2.1,Backorder,2018
1968,Product 499,Fashion,309.32,3.2,In Stock,2020
1969,Product 179,Home & Kitchen,436.31,4.9,Out of Stock,2020
1970,Product 87,Beauty & Personal Care,311.9,2.8,Backorder,2015
1971,Product 182,Beauty & Personal Care,193.33,2.9,Backorder,2022
1972,Product 267,Home & Kitchen,309.12,2.6,Out of Stock,2019
1973,Product 44,Home & Kitchen,140.5,3.6,In Stock,2020
1974,Product 444,Toys & Games,178.2,4.0,In Stock,2017
1975,Product 415,Fashion,94.51,3.3,Out of Stock,2018
1976,Product 316,Toys & Games,443.8,2.3,Backorder,2021
1977,Product 143,Fashion,277.03,2.1,Backorder,2016
1978,Product 433,Beauty & Personal Care,417.26,3.4,Out of Stock,2016
1979,Product 121,Toys & Games,353.93,1.1,In Stock,2018
1980,Product 382,Fashion,92.14,3.5,In Stock,2020
1981,Product 57,Beauty & Personal Care,344.81,2.8,Backorder,2016
1982,Product 450,Beauty & Personal Care,185.87,3.5,In Stock,2021
1983,Product 361,Home & Kitchen,270.66,3.3,In Stock,2021
1984,Product 392,Home & Kitchen,374.29,2.8,In Stock,2020
1985,Product 454,Toys & Games,84.98,3.1,Out of Stock,2022
1986,Product 144,Electronics,407.7,4.7,Backorder,2018
1987,Product 120,Electronics,277.04,2.1,Backorder,2015
1988,Product 490,Beauty & Personal Care,454.09,2.8,Backorder,2021
1989,Product 309,Fashion,12.71,2.8,Backorder,2022
1990,Product 289,Toys & Games,229.36,3.7,In Stock,2021
1991,Product 88,Toys & Games,62.72,3.7,In Stock,2018
1992,Product 463,Toys & Games,433.71,1.2,Out of Stock,2021
1993,Product 419,Fashion,487.92,1.7,Out of Stock,2015
1994,Product 30,Beauty & Personal Care,17.37,2.6,Backorder,2019
1995,Product 52,Fashion,207.91,1.3,Out of Stock,2021
1996,Product 474,Toys & Games,136.49,1.9,Out of Stock,2015
1997,Product 438,Fashion,134.55,3.9,Out of Stock,2022
1998,Product 261,Beauty & Personal Care,238.74,2.0,Out of Stock,2018
1999,Product 193,Electronics,271.02,3.2,Out of Stock,2019
2000,Product 380,Toys & Games,27.2,3.1,Backorder,2021
2001,Product 155,Electronics,279.71,2.3,In Stock,2019
2002,Product 469,Home & Kitchen,36.47,4.8,In Stock,2018
2003,Product 390,Electronics,13.47,1.4,Backorder,2016
2004,Product 379,Home & Kitchen,424.03,2.5,Backorder,2020
2005,Product 345,Fashion,79.72,3.3,Backorder,2018
2006,Product 274,Home & Kitchen,91.65,1.7,In Stock,2017
2007,Product 453,Electronics,73.58,4.8,In Stock,2021
2008,Product 313,Beauty & Personal Care,497.66,2.1,Out of Stock,2019
2009,Product 161,Beauty & Personal Care,319.06,3.2,Out of Stock,2022
2010,Product 242,Electronics,193.91,3.8,Out of Stock,2022
2011,Product 338,Electronics,239.28,3.7,In Stock,2020
2012,Product 73,Home & Kitchen,160.32,1.6,Out of Stock,2015
2013,Product 74,Electronics,339.14,4.0,In Stock,2016
2014,Product 229,Electronics,279.58,1.8,Backorder,2020
2015,Product 416,Electronics,316.24,4.1,Out of Stock,2015
2016,Product 351,Electronics,228.37,1.8,In Stock,2017
2017,Product 330,Toys & Games,134.33,2.6,Backorder,2021
2018,Product 365,Toys & Games,403.97,2.4,Backorder,2019
2019,Product 177,Beauty & Personal Care,106.71,3.6,Backorder,2018
2020,Product 228,Home & Kitchen,33.21,1.7,Backorder,2021
2021,Product 417,Beauty & Personal Care,25.03,2.7,In Stock,2015
2022,Product 271,Beauty & Personal Care,312.41,4.9,In Stock,2015
2023,Product 62,Home & Kitchen,498.17,4.4,Backorder,2022
2024,Product 344,Home & Kitchen,311.52,2.9,Out of Stock,2017
2025,Product 417,Beauty & Personal Care,60.25,2.0,Backorder,2021
2026,Product 313,Electronics,307.78,4.1,In Stock,2018
2027,Product 413,Electronics,379.38,4.9,Backorder,2022
2028,Product 172,Fashion,169.21,2.5,Out of Stock,2020
2029,Product 98,Fashion,473.5,2.2,Out of Stock,2018
2030,Product 179,Fashion,309.95,1.7,Out of Stock,2017
2031,Product 303,Beauty & Personal Care,417.27,3.9,Backorder,2017
2032,Product 109,Home & Kitchen,75.4,3.3,Backorder,2019
2033,Product 329,Toys & Games,166.66,4.3,In Stock,2019
2034,Product 422,Home & Kitchen,378.89,2.0,In Stock,2016
2035,Product 121,Toys & Games,196.45,1.6,Out of Stock,2016
2036,Product 3,Home & Kitchen,33.58,1.5,Out of Stock,2016
2037,Product 274,Home & Kitchen,347.11,1.7,In Stock,2022
2038,Product 144,Toys & Games,289.72,3.6,Out of Stock,2015
2039,Product 196,Electronics,180.42,1.7,Out of Stock,2015
2040,Product 342,Fashion,347.85,4.9,Out of Stock,2022
2041,Product 497,Beauty & Personal Care,357.21,3.6,In Stock,2019
2042,Product 243,Beauty & Personal Care,43.8,1.2,In Stock,2019
2043,Product 94,Electronics,72.36,4.4,In Stock,2019
2044,Product 358,Electronics,261.07,3.0,In Stock,2017
2045,Product 121,Beauty & Personal Care,92.19,2.7,Out of Stock,2022
2046,Product 151,Toys & Games,280.29,3.9,Out of Stock,2017
2047,Product 211,Beauty & Personal Care,382.49,2.8,Out of Stock,2015
2048,Product 8,Home & Kitchen,452.37,2.1,Backorder,2015
2049,Product 312,Toys & Games,325.74,1.8,Out of Stock,2021
2050,Product 178,Electronics,189.21,3.2,In Stock,2020
2051,Product 27,Beauty & Personal Care,457.7,3.7,In Stock,2019
2052,Product 249,Electronics,415.95,2.4,In Stock,2022
2053,Product 133,Toys & Games,47.29,3.0,Out of Stock,2019
2054,Product 110,Home & Kitchen,130.5,3.4,Out of Stock,2015
2055,Product 90,Home & Kitchen,256.82,3.8,In Stock,2020
2056,Product 27,Electronics,38.38,4.9,In Stock,2016
2057,Product 189,Toys & Games,307.65,3.6,In Stock,2020
2058,Product 244,Home & Kitchen,288.07,1.4,Backorder,2019
2059,Product 112,Home & Kitchen,110.09,3.2,In Stock,2020
2060,Product 84,Home & Kitchen,383.51,3.8,Out of Stock,2022
2061,Product 79,Toys & Games,200.09,2.3,In Stock,2015
2062,Product 147,Home & Kitchen,30.79,4.5,In Stock,2018
2063,Product 122,Toys & Games,139.89,3.7,Backorder,2020
2064,Product 97,Electronics,233.14,1.1,Out of Stock,2017
2065,Product 348,Toys & Games,479.56,2.4,Backorder,2021
2066,Product 293,Electronics,305.28,1.9,Out of Stock,2016
2067,Product 359,Electronics,222.69,3.7,Out of Stock,2016
2068,Product 405,Home & Kitchen,245.0,3.8,Backorder,2015
2069,Product 384,Electronics,259.61,1.5,In Stock,2018
2070,Product 493,Electronics,452.79,3.6,Backorder,2022
2071,Product 388,Fashion,36.16,2.6,Out of Stock,2019
2072,Product 147,Fashion,395.3,1.9,Backorder,2020
2073,Product 206,Fashion,275.91,3.6,Out of Stock,2016
2074,Product 52,Beauty & Personal Care,31.28,4.3,In Stock,2021
2075,Product 50,Toys & Games,498.57,3.3,Out of Stock,2018
2076,Product 32,Toys & Games,272.1,4.1,Out of Stock,2017
2077,Product 482,Fashion,69.48,4.2,Out of Stock,2016
2078,Product 147,Home & Kitchen,171.67,3.2,Out of Stock,2022
2079,Product 269,Fashion,480.65,1.1,In Stock,2016
2080,Product 112,Toys & Games,280.85,1.8,Backorder,2020
2081,Product 476,Fashion,299.71,3.4,Out of Stock,2018
2082,Product 232,Home & Kitchen,298.04,2.6,Backorder,2022
2083,Product 355,Toys & Games,237.93,1.8,In Stock,2021
2084,Product 328,Electronics,335.1,1.9,Out of Stock,2021
2085,Product 95,Home & Kitchen,475.65,3.1,In Stock,2022
2086,Product 302,Beauty & Personal Care,331.07,1.9,Out of Stock,2020
2087,Product 209,Fashion,54.99,3.2,Out of Stock,2020
2088,Product 66,Toys & Games,357.66,4.2,Backorder,2019
2089,Product 89,Home & Kitchen,213.72,2.3,Backorder,2019
2090,Product 273,Beauty & Personal Care,319.78,3.3,Out of Stock,2017
2091,Product 302,Toys & Games,302.97,1.5,Backorder,2022
2092,Product 384,Toys & Games,473.57,2.4,Out of Stock,2022
2093,Product 220,Fashion,261.26,2.1,Backorder,2019
2094,Product 166,Home & Kitchen,339.02,1.6,Out of Stock,2016
2095,Product 435,Electronics,244.72,1.3,Backorder,2018
2096,Product 409,Toys & Games,312.59,2.8,Backorder,2017
2097,Product 433,Home & Kitchen,111.26,4.2,Out of Stock,2017
2098,Product 205,Beauty & Personal Care,453.81,2.8,In Stock,2020
2099,Product 5,Electronics,35.63,3.1,Backorder,2015
2100,Product 497,Toys & Games,264.02,1.1,Out of Stock,2022
2101,Product 436,Fashion,434.61,4.3,In Stock,2018
2102,Product 175,Fashion,218.97,4.6,Backorder,2022
2103,Product 41,Electronics,474.38,3.8,In Stock,2020
2104,Product 399,Toys & Games,435.82,2.8,In Stock,2019
2105,Product 242,Toys & Games,304.51,2.7,In Stock,2016
2106,Product 395,Beauty & Personal Care,307.94,4.3,Out of Stock,2020
2107,Product 412,Beauty & Personal Care,367.25,2.5,In Stock,2020
2108,Product 335,Fashion,49.75,3.4,In Stock,2020
2109,Product 359,Fashion,370.43,3.0,In Stock,2021
2110,Product 398,Toys & Games,116.95,3.0,In Stock,2016
2111,Product 5,Home & Kitchen,222.32,4.2,Out of Stock,2016
2112,Product 215,Beauty & Personal Care,318.02,4.0,Out of Stock,2022
2113,Product 272,Electronics,196.7,1.6,Out of Stock,2018
2114,Product 30,Electronics,447.36,2.5,Out of Stock,2020
2115,Product 463,Electronics,386.41,2.8,Out of Stock,2019
2116,Product 171,Fashion,320.42,1.5,Out of Stock,2018
2117,Product 154,Home & Kitchen,146.31,4.3,Backorder,2021
2118,Product 204,Electronics,198.02,1.4,Backorder,2019
2119,Product 480,Fashion,25.1,4.0,In Stock,2017
2120,Product 220,Beauty & Personal Care,67.31,1.5,Out of Stock,2015
2121,Product 23,Beauty & Personal Care,251.47,3.4,Out of Stock,2015
2122,Product 111,Home & Kitchen,272.98,1.4,Backorder,2019
2123,Product 300,Fashion,70.48,3.0,Out of Stock,2021
2124,Product 469,Toys & Games,227.88,4.3,Backorder,2017
2125,Product 184,Beauty & Personal Care,374.46,1.5,Backorder,2018
2126,Product 254,Fashion,99.44,1.8,In Stock,2015
2127,Product 131,Home & Kitchen,130.58,2.2,Out of Stock,2019
2128,Product 154,Beauty & Personal Care,29.29,2.8,Out of Stock,2019
2129,Product 126,Fashion,424.02,4.6,Out of Stock,2020
2130,Product 121,Toys & Games,325.99,3.6,In Stock,2018
2131,Product 129,Toys & Games,94.2,3.9,Out of Stock,2021
2132,Product 352,Home & Kitchen,183.08,1.7,Backorder,2016
2133,Product 185,Beauty & Personal Care,191.19,4.8,Out of Stock,2019
2134,Product 111,Home & Kitchen,478.81,4.3,Out of Stock,2021
2135,Product 199,Toys & Games,482.36,3.3,Backorder,2017
2136,Product 467,Home & Kitchen,86.3,1.0,In Stock,2017
2137,Product 87,Beauty & Personal Care,431.61,4.2,In Stock,2015
2138,Product 191,Beauty & Personal Care,136.97,3.7,Out of Stock,2019
2139,Product 256,Fashion,30.98,1.2,Backorder,2022
2140,Product 47,Fashion,36.96,3.2,In Stock,2015
2141,Product 252,Electronics,475.79,2.6,Out of Stock,2018
2142,Product 90,Fashion,86.78,3.5,In Stock,2016
2143,Product 206,Electronics,357.27,1.3,Out of Stock,2018
2144,Product 141,Fashion,455.98,3.4,In Stock,2020
2145,Product 319,Beauty & Personal Care,498.5,4.6,In Stock,2017
2146,Product 294,Beauty & Personal Care,294.91,2.9,Backorder,2021
2147,Product 468,Home & Kitchen,304.71,2.4,In Stock,2020
2148,Product 160,Beauty & Personal Care,499.52,3.7,Backorder,2021
2149,Product 376,Beauty & Personal Care,81.85,4.7,Out of Stock,2016
2150,Product 413,Electronics,359.65,3.8,In Stock,2021
2151,Product 316,Home & Kitchen,171.93,4.8,Backorder,2020
2152,Product 340,Beauty & Personal Care,326.36,3.2,Backorder,2019
2153,Product 297,Beauty & Personal Care,401.83,1.5,In Stock,2020
2154,Product 361,Toys & Games,165.54,3.0,In Stock,2019
2155,Product 378,Beauty & Personal Care,271.44,2.4,In Stock,2018
2156,Product 90,Toys & Games,44.88,1.6,Backorder,2018
2157,Product 496,Fashion,411.95,4.3,Backorder,2015
2158,Product 286,Fashion,412.58,4.9,In Stock,2019
2159,Product 285,Beauty & Personal Care,406.31,3.2,In Stock,2018
2160,Product 53,Home & Kitchen,87.0,2.5,Out of Stock,2020
2161,Product 299,Beauty & Personal Care,251.87,1.4,Backorder,2017
2162,Product 139,Fashion,128.78,3.4,In Stock,2022
2163,Product 213,Toys & Games,181.82,4.3,In Stock,2019
2164,Product 274,Toys & Games,67.43,1.3,Out of Stock,2015
2165,Product 129,Fashion,89.55,1.2,Out of Stock,2020
2166,Product 168,Beauty & Personal Care,152.54,1.9,In Stock,2017
2167,Product 39,Fashion,422.08,3.8,Backorder,2018
2168,Product 483,Fashion,84.76,4.5,Backorder,2017
2169,Product 194,Toys & Games,164.72,4.1,Out of Stock,2020
2170,Product 49,Toys & Games,36.98,3.0,In Stock,2017
2171,Product 215,Fashion,307.72,1.6,Backorder,2022
2172,Product 46,Toys & Games,260.2,2.1,In Stock,2019
2173,Product 123,Beauty & Personal Care,358.86,3.1,Backorder,2018
2174,Product 178,Beauty & Personal Care,364.38,3.5,Out of Stock,2017
2175,Product 23,Electronics,360.88,4.3,Out of Stock,2020
2176,Product 232,Fashion,226.13,2.5,In Stock,2020
